seed,mean_auc,std_auc
0,0.8094492416222344,0.06576147937991048
1,0.811472464206983,0.0637283864462795
2,0.8088489112502595,0.06264063531399931
42,0.8074773985892569,0.06461375142009029
100,0.8113258613095926,0.06538787737542244
