model,mean,min,max
mechanism_only,0.569408802057239,0.5387441860465116,0.6038538538538539
mechanism_plus_parent,0.6552173873703397,0.5183565891472868,0.8583333333333333
parent_species_only,0.6555342142066598,0.521875,0.8294444444444445
